MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
0.5716,32.9,8.8545,2.4667,426,2.3144,40.3678,-123.9038,1.089
0.9106,14.4,4.6244,0.7822,2344,3.4764,38.4475,-116.8201,1.682
1.4256,43.9,5.5811,1.5333,793,2.818,33.2151,-121.6371,1.638
1.6026,33.1,8.7226,1.7729,109,1.5358,33.5678,-118.4953,1.831
2.0049,11.1,3.0945,0.8599,821,4.3356,32.9684,-121.9558,1.616
2.0682,32.0,5.589,1.2043,1146,2.515,34.9461,-115.6924,3.077
1.7248,19.6,4.3059,0.7119,260,3.1082,33.7888,-119.4541,1.611
0.6179,30.7,8.9266,2.8469,5041,1.5592,34.9705,-117.7491,1.255
3.1096,12.1,6.1242,1.5981,356,2.4127,36.1581,-116.1621,3.058
2.2586,42.8,2.4717,0.5097,398,2.1473,41.4583,-115.0992,1.832
1.6696,4.0,4.1942,0.9289,1724,1.6464,38.2986,-116.8133,2.137
7.2327,18.3,8.684,2.3758,1249,1.5142,40.4323,-122.9379,3.87
2.2944,15.0,7.0766,2.0232,803,2.9034,39.2483,-115.5274,2.71
2.832,32.6,3.2642,0.8074,1044,2.3546,33.5688,-118.0049,1.833
4.745,22.1,3.3485,0.8544,461,2.9946,39.4912,-118.1008,2.885
0.958,25.8,5.1102,0.8755,409,1.8451,35.1134,-114.8259,2.072
2.6756,20.3,4.8465,0.8694,220,1.9379,38.5715,-121.8873,1.873
4.7341,11.6,4.4697,0.8583,4621,2.5662,35.7391,-121.9843,2.869
2.5499,25.3,4.2152,1.0794,172,3.2417,41.9779,-119.1115,1.979
1.0916,12.4,3.9152,0.916,634,2.514,35.0037,-116.6159,1.488
1.9392,6.0,12.2092,3.2255,178,2.0576,35.1517,-119.804,1.397
3.1028,35.5,4.2789,0.7897,563,4.2212,41.3414,-117.8441,2.56
0.622,13.1,3.8052,1.3075,1047,1.793,32.7341,-119.7485,1.128
1.0546,45.5,6.0641,1.6557,687,1.6381,39.1185,-118.0909,2.009
10.8209,45.0,4.7563,0.8353,4372,3.5886,39.3906,-115.8662,5.0
3.816,38.6,3.426,0.7676,1023,5.1757,40.4456,-122.605,2.129
7.6785,14.4,4.4816,1.5508,682,3.5409,41.7572,-117.1985,3.867
4.9849,52.0,4.8354,1.6599,1284,1.9629,41.7682,-116.232,3.048
3.5815,1.0,5.8833,0.965,406,3.5102,33.1201,-119.8053,1.877
2.1894,17.4,5.6138,1.775,562,1.3796,40.3075,-121.106,1.683
3.5497,38.0,3.2996,0.9186,184,1.4397,38.6399,-124.3578,1.838
7.5005,37.1,6.3185,1.1816,1713,3.4901,38.6498,-116.1304,4.574
4.8447,19.3,7.077,2.2409,1009,2.2165,33.7193,-121.0566,2.804
3.055,18.6,3.2209,0.8952,1484,3.4162,38.6768,-120.7483,2.385
2.4094,25.4,3.6303,0.6268,2767,2.9532,41.8336,-120.9719,1.248
3.8529,27.0,4.6172,1.4756,692,2.3951,41.1623,-119.2632,1.893
1.8731,22.4,5.4077,1.6322,477,2.142,36.6717,-117.1238,2.55
3.8533,47.9,5.4906,0.8316,921,2.2375,32.8795,-116.3954,3.241
1.6677,19.8,4.8691,0.9782,606,2.5942,35.9418,-120.378,1.097
2.1218,45.6,2.7938,0.5696,331,1.4792,40.3507,-117.5374,2.643
1.3239,32.9,7.4248,1.7959,490,3.1685,39.1642,-116.9328,2.257
1.998,40.2,3.3312,0.6532,1031,1.3512,36.8638,-121.3824,2.765
1.6844,10.1,8.5014,2.6826,293,6.321,33.0235,-123.4855,1.174
8.8848,40.3,7.9011,2.2942,116,3.8217,36.5555,-115.106,4.465
1.4533,39.9,3.1727,0.5,152,1.8244,36.9557,-117.3903,2.753
3.5587,20.0,5.703,1.6618,1031,4.494,41.3213,-117.6948,2.274
1.401,38.2,8.5371,2.9048,593,1.7587,38.5903,-123.8815,1.787
2.809,10.2,6.2685,1.5595,771,4.1165,35.4607,-115.9123,2.702
3.3299,22.3,2.5116,0.5,570,2.8308,37.4905,-118.5564,2.824
0.744,42.0,4.8793,1.5911,1000,4.3178,33.1275,-115.5972,2.324
1.0218,25.8,6.9137,1.9489,1658,1.481,41.7394,-114.2671,2.202
1.3934,24.8,9.7025,2.2859,1376,3.7533,35.9206,-114.4504,3.121
1.0917,44.9,4.6916,1.0905,160,1.1588,37.0397,-115.5111,2.321
2.8831,4.6,2.5434,0.525,275,2.3715,35.8752,-124.3851,1.799
3.2214,25.9,11.8847,2.0353,1006,1.0664,38.9839,-115.1999,3.85
1.2916,27.2,4.7163,1.5301,329,2.0512,38.7912,-123.7118,1.558
2.9652,18.4,8.8268,3.0597,1895,2.4446,39.2956,-115.5625,3.468
2.0201,44.5,4.4672,1.5153,2475,3.9591,35.0474,-121.5582,1.619
2.5354,17.1,6.1713,1.1346,2432,1.9589,35.4989,-118.0943,2.394
1.7509,17.2,3.7652,0.8803,586,4.2469,33.6899,-124.1003,1.474
3.8242,1.0,3.7946,0.7907,1061,4.471,38.7273,-116.4026,3.329
8.5373,41.3,10.2149,2.233,608,1.7515,32.8781,-123.3271,4.211
4.6741,24.0,7.213,1.5481,3027,4.603,38.178,-120.1878,3.326
7.2093,24.1,4.898,1.6452,675,1.5851,40.7621,-115.9168,4.284
1.0182,25.4,7.198,2.443,3556,1.1013,40.9629,-117.1988,1.573
1.6938,42.3,3.7767,0.5971,66,2.3517,36.7659,-124.4366,1.375
4.0377,47.4,4.9561,1.2747,351,2.2434,36.8634,-120.2682,2.643
7.8131,7.2,5.1598,1.457,472,1.9207,33.2312,-124.0598,3.627
4.2858,22.4,3.6569,0.7283,6484,1.7846,38.8723,-117.4283,2.827
1.3253,14.4,3.4702,0.5631,166,2.9615,40.302,-114.326,1.364
2.0052,25.3,2.327,0.5,830,1.2736,34.8242,-117.6198,2.3
3.4328,26.9,3.3635,1.0009,1042,2.961,36.5024,-122.1441,2.363
2.4224,7.4,10.2898,2.2949,2029,2.2765,40.469,-120.7701,2.282
1.554,32.4,2.4332,0.6395,357,1.5035,40.8326,-114.2452,2.71
2.2185,22.6,4.8849,1.0421,130,1.8429,34.8102,-122.1474,1.812
2.691,37.4,5.2648,1.6479,1844,1.5023,37.7304,-118.6039,2.547
1.272,28.4,4.4821,0.756,2106,3.3445,34.3287,-120.2952,1.551
5.4149,7.4,7.0269,1.0756,561,2.0816,33.4678,-116.4327,3.476
1.9982,35.4,4.437,1.0571,655,1.4212,41.1556,-115.3924,2.282
2.5836,11.9,7.2528,1.6733,99,3.1349,40.2948,-120.9212,1.84
5.6099,13.2,6.1697,0.9461,4297,2.9906,39.7203,-117.5658,3.904
2.4905,24.2,2.8826,0.9104,2058,1.9251,32.9633,-118.735,2.109
5.3992,24.6,7.8823,2.0308,253,3.2281,40.5154,-121.5763,2.75
1.3225,7.0,4.3688,1.3898,1833,2.2636,36.6614,-121.6446,1.439
3.6806,26.2,2.4195,0.5844,72,3.4016,35.7528,-118.8444,2.729
4.8916,26.9,5.9806,1.6382,512,1.3893,37.6915,-122.883,2.379
1.5206,26.5,4.4158,0.687,525,3.3257,33.3679,-115.9865,2.107
2.3992,7.7,9.5017,2.9144,207,3.1223,39.6881,-123.7754,1.728
2.4342,29.7,7.6771,1.2478,600,5.0275,38.0331,-123.507,1.859
3.1479,35.4,3.4525,0.7062,706,2.2975,34.2726,-120.9066,2.023
3.79,11.8,7.2398,1.7658,1478,2.2987,34.2882,-123.26,2.002
1.4364,15.1,3.7494,0.7512,4213,2.5468,34.2504,-119.5051,1.71
2.6064,37.4,2.5528,0.5,1093,2.8297,33.0415,-120.3034,1.406
8.2807,47.0,3.8735,1.127,6652,2.4374,38.0841,-116.921,4.764
5.6843,26.0,2.9106,0.6665,804,3.1356,40.4833,-114.4935,3.708
4.7384,22.6,4.9261,1.4678,300,1.9869,32.6662,-116.5876,3.125
2.3751,30.4,10.7211,2.1209,326,3.0775,32.9655,-122.6158,1.414
12.0635,44.3,5.1114,1.2501,617,3.4418,37.9413,-114.677,5.0
5.5894,17.8,5.957,1.3161,321,3.6536,40.2852,-120.3826,3.223
2.7904,22.2,3.3159,0.786,1604,2.7406,35.604,-119.521,2.532
3.1718,21.9,3.9903,1.3749,573,2.8363,35.8213,-120.0734,2.438
1.9715,11.0,6.1602,1.4159,918,2.2552,38.1653,-121.5543,1.805
3.58,38.2,4.819,1.2191,252,2.2677,35.105,-115.102,3.284
4.1171,31.1,3.7125,1.2694,1395,4.131,32.7528,-121.0115,2.422
4.4452,3.8,7.3973,1.1827,360,1.7121,39.4847,-118.4247,2.946
2.3953,27.9,5.2393,1.1198,2130,1.6624,38.4437,-121.9796,1.374
0.9689,47.9,11.2686,2.15,360,2.9095,38.0172,-116.1276,2.681
3.2196,31.3,6.4477,1.5501,342,1.3086,39.546,-116.3709,3.332
4.4582,47.2,3.146,0.5467,267,2.7232,38.9147,-121.3887,2.603
1.3703,21.3,5.1876,1.2559,179,2.1099,34.4559,-117.3437,2.334
2.5508,39.6,3.06,0.6372,2526,1.8607,35.8486,-117.1093,2.807
6.952,43.8,11.0451,3.7952,2497,4.2341,33.698,-118.5936,3.34
1.1707,27.1,3.3349,0.6069,1515,2.5184,33.7336,-118.1937,2.125
2.2286,23.1,7.7343,1.8787,480,1.1275,38.9239,-118.4682,2.744
7.6983,41.2,7.2552,2.0833,137,1.4478,40.6567,-123.6404,3.593
3.0356,34.5,3.7697,1.0201,1602,3.6595,41.646,-117.4622,2.693
1.881,39.4,5.6483,1.2214,258,2.1808,38.4693,-119.5674,2.41
2.7049,33.0,5.4867,1.1157,305,5.166,34.249,-119.8962,1.81
4.8459,27.0,6.9108,1.6037,677,1.6298,33.5037,-115.47,3.63
2.3574,26.9,5.3164,0.8719,1457,3.7586,40.2221,-124.2561,1.257
4.1301,23.7,3.7915,0.8277,1306,3.6859,37.9982,-121.8612,2.555
3.2043,32.8,6.1985,1.6705,1526,1.3141,38.3737,-123.2253,2.402
3.3938,25.9,6.207,2.1584,159,1.9496,39.9239,-124.1289,2.503
4.3192,31.0,3.4129,0.9434,571,4.1583,39.1811,-121.6054,2.773
2.2114,18.5,1.9696,0.6684,1039,4.14,40.4274,-114.121,2.252
1.4033,17.8,6.2753,0.9481,134,2.3561,33.034,-121.6626,0.73
3.7889,35.0,5.7508,1.7519,621,2.4262,39.6014,-117.5311,2.942
2.4777,32.7,5.8868,1.4293,668,1.5614,40.5831,-123.2579,2.71
1.9864,22.8,8.3947,2.2972,198,4.1431,35.2183,-118.1806,2.746
3.9293,44.5,7.0318,1.5587,880,3.146,38.5842,-114.1629,3.301
6.6468,18.1,8.3091,1.735,1367,1.3829,35.4845,-121.4357,4.253
2.4395,33.2,6.7749,1.4924,482,2.4088,41.6007,-115.5952,2.984
2.7344,33.5,5.2466,1.415,2980,3.7194,32.8175,-114.0255,2.388
1.1886,28.6,3.0288,0.8284,1516,2.3174,38.008,-118.3202,2.977
2.3259,43.2,9.175,2.3893,400,3.127,34.0818,-121.2513,1.905
3.1737,47.5,4.5548,1.054,1145,2.1101,39.2661,-117.4279,3.286
2.6797,14.2,3.887,1.1918,107,2.5043,34.171,-115.6291,1.913
2.1096,1.0,6.3906,1.977,3467,2.9284,34.7361,-122.7008,1.155
4.5181,22.1,2.3768,0.6995,1093,2.7572,37.1965,-119.7486,3.237
2.8309,16.2,3.6855,0.68,945,2.2391,41.1909,-121.1485,1.92
15.0,22.8,3.8509,0.8616,311,2.0442,34.5113,-121.5247,5.0
3.1437,49.8,3.8071,1.2642,200,3.2993,33.8703,-115.4614,3.307
0.5,52.0,10.7412,2.6139,1684,4.6912,39.7103,-120.0726,1.351
1.248,16.6,4.7926,1.2194,1054,3.0488,37.2559,-120.9397,1.741
3.9451,30.7,3.8361,1.2051,931,1.2644,41.162,-118.1631,3.018
1.7327,30.4,4.8582,1.6406,1313,1.6321,33.8928,-122.1963,1.98
1.8097,32.1,6.9691,2.3504,395,1.8563,38.6363,-122.0861,1.508
1.1417,11.6,2.3106,0.5,579,1.0,34.7124,-119.037,1.155
1.947,42.8,5.185,0.8533,723,4.0689,33.9892,-120.2026,1.888
3.1135,38.8,4.1322,1.0489,274,1.5536,38.9926,-121.4027,2.946
3.5612,22.2,5.5169,1.5969,1075,2.7716,38.14,-123.9335,2.3
1.3312,42.8,3.132,0.951,525,2.2226,39.6709,-119.0319,1.609
4.7769,10.7,4.6093,1.3052,554,2.4379,35.4399,-115.9256,3.167
1.1806,7.7,4.6897,0.7867,802,2.0995,36.7557,-115.5605,2.179
3.6935,31.2,2.9796,0.6462,733,1.4708,36.352,-122.0279,1.87
3.4416,33.2,10.4409,1.5786,694,4.9923,41.8488,-118.2038,2.518
1.4133,26.0,5.8472,1.8047,103,1.53,35.2764,-115.5132,2.133
1.3004,41.3,7.16,1.1964,524,1.85,35.3008,-120.2084,1.923
3.5523,20.1,4.2991,1.1617,663,4.2729,35.8682,-114.7126,3.706
1.8369,42.5,5.3973,1.1805,237,2.3033,37.8636,-115.0187,3.198
2.3789,37.5,3.0626,0.7421,334,2.6836,34.8971,-122.3146,2.061
4.3979,50.4,3.8342,0.7994,4030,3.1204,41.1953,-121.7809,2.359
3.8015,6.7,3.4572,1.0295,1193,4.3241,35.024,-122.6054,2.387
1.4317,22.2,5.5768,1.206,590,2.6654,41.0102,-122.4414,0.89
2.6182,17.1,9.804,2.8738,280,1.7001,33.483,-114.9674,2.396
1.413,37.3,7.1091,1.6117,617,1.2867,38.7373,-114.7231,2.582
4.9976,46.9,10.2236,2.3686,5443,2.867,41.1164,-123.9551,3.04
7.969,23.5,6.804,1.7627,471,3.4158,34.1031,-118.2672,3.884
1.5045,35.2,5.8596,1.3889,575,1.4152,41.6991,-118.5756,1.93
2.6596,45.3,3.4247,0.9185,120,2.145,36.8024,-120.3992,1.969
5.1666,31.9,5.6369,1.8803,242,2.0984,41.4843,-117.8672,3.475
2.7647,36.4,4.0973,0.9111,536,1.4456,38.9298,-114.5526,3.268
4.0271,4.2,6.909,2.0175,841,6.5663,35.3651,-122.7123,2.638
2.8183,46.8,2.8758,0.9338,5722,1.1052,34.2889,-123.2357,1.892
1.2972,24.4,4.7434,0.7893,423,2.61,35.3855,-124.1494,1.621
2.9543,52.0,4.9877,1.3048,584,2.0481,33.3837,-120.6798,1.617
5.9841,17.8,10.121,1.7583,958,1.7288,33.8667,-120.9549,2.917
3.3872,33.7,3.2895,1.0117,546,2.471,33.4943,-119.9764,2.075
8.4704,37.9,7.9032,1.7718,1071,3.8266,36.518,-119.2152,4.216
0.7866,1.0,6.8851,1.7373,2061,5.6359,40.058,-116.5428,1.724
3.5443,49.3,4.4713,1.1469,3897,2.7231,33.8431,-120.3828,2.875
1.727,36.9,5.835,1.5561,62,2.1558,33.738,-121.0286,1.643
1.4726,10.1,4.4821,1.5504,190,1.9343,38.6126,-115.8178,2.207
6.9178,32.4,4.982,1.2572,469,1.5519,34.3732,-115.5771,4.702
2.2739,32.4,6.6939,2.0083,887,4.5113,33.4273,-122.056,1.151
2.1253,26.4,13.7063,4.7331,385,3.5408,34.0851,-121.1959,1.908
3.4574,20.8,7.2839,2.205,471,2.0937,41.2754,-115.8363,2.601
0.6024,27.2,5.4685,1.7323,994,2.8593,40.304,-123.6662,1.078
7.0175,38.3,8.7537,1.3909,105,1.9843,35.8636,-121.0786,3.754
10.3099,37.9,2.8061,0.5268,216,4.3623,38.7303,-119.7923,4.441
5.1582,28.1,4.213,1.2039,1686,3.0894,37.6041,-122.5357,2.863
3.627,30.7,5.088,1.6809,330,3.7226,38.9327,-122.6109,2.2
2.3359,26.5,3.2693,0.5317,3595,2.8377,38.9854,-120.0389,2.032
1.2806,16.3,3.9892,1.2442,854,2.4881,38.473,-116.5775,1.71
6.2704,27.3,2.5539,0.5,3502,2.843,35.028,-115.6776,3.986
5.1626,19.2,2.9698,0.71,2492,2.8701,32.8706,-114.218,3.52
3.7251,16.1,4.4907,1.4316,483,3.0568,36.8279,-123.7232,2.229
3.4334,1.0,3.3999,0.6266,148,2.6176,40.9643,-122.2248,1.794
3.3549,23.1,5.861,1.6473,1043,2.6715,37.9102,-116.5554,2.737
1.8811,37.4,5.513,1.7415,503,2.3525,40.4077,-118.8237,1.927
15.0,42.7,5.7135,1.5732,562,2.5065,41.9204,-121.0594,5.0
2.2257,33.4,4.048,0.6298,481,2.2207,34.0544,-122.3413,1.526
2.0164,12.5,7.6365,2.1461,183,1.9998,39.0719,-121.555,1.981
5.9562,26.1,6.0515,1.129,1086,1.8072,38.9058,-119.9925,3.597
2.6633,14.1,5.4185,1.0077,319,2.9136,41.8096,-122.6399,1.279
2.6824,50.9,5.4364,1.241,282,2.6014,41.8632,-114.3756,2.567
7.317,23.4,4.5585,1.3882,517,1.7683,39.0234,-123.3703,3.671
4.3712,22.1,8.3932,1.4225,1948,3.9905,34.8143,-114.1514,3.236
4.5294,39.1,7.8199,1.934,591,2.34,40.0863,-115.6601,3.218
1.0076,27.5,4.2796,1.403,239,4.4623,33.5168,-120.0569,0.689
3.598,40.9,5.2908,1.3041,747,2.9273,39.9166,-116.7319,3.223
1.3446,14.5,4.2265,0.8973,2388,1.0451,41.1469,-117.4491,1.642
1.9768,29.1,13.2795,2.7314,1508,2.331,36.1369,-122.2605,1.769
3.0739,34.1,4.4723,1.5547,110,1.3774,38.491,-120.9398,2.459
2.6502,1.0,7.9894,1.3707,820,2.0473,36.5864,-119.1122,2.569
4.2972,19.8,14.4646,3.3608,2313,2.2347,36.6588,-117.8026,3.27
4.6622,20.6,5.6225,1.6863,761,3.7716,35.4485,-118.7996,3.624
4.9133,28.7,2.4676,0.5217,139,2.9215,39.7402,-119.5336,3.462
1.0608,24.3,9.062,2.8896,134,2.3225,41.3937,-119.8469,1.537
14.2088,31.6,4.0362,1.1025,270,2.2609,41.4371,-119.2682,5.0
2.6719,25.2,3.7629,0.9113,165,1.6158,34.1604,-119.9393,1.526
6.3538,41.8,10.0917,3.3808,198,2.3623,40.8101,-118.816,3.972
0.5,52.0,2.9428,0.662,161,2.905,39.5056,-115.1762,2.189
2.2575,10.0,8.7922,3.017,530,3.2307,34.902,-117.8553,1.597
0.9778,28.3,4.5289,0.7448,391,3.793,33.1392,-116.9125,1.512
1.4874,41.0,2.3603,0.5,569,3.3721,35.046,-118.2264,1.416
2.8162,19.6,7.0541,1.1736,1173,2.3071,41.166,-117.7483,2.693
2.1504,31.4,2.0124,0.5,185,1.5212,38.5152,-118.4273,1.881
6.8197,23.4,4.863,0.9552,3367,1.8607,39.35,-124.2179,2.696
9.3773,16.0,2.5759,0.5963,1616,2.0072,34.9429,-114.0042,4.779
1.3816,15.8,4.3439,1.3565,101,1.8822,39.3342,-124.1471,1.257
1.932,1.0,6.5456,1.4932,924,1.1884,32.7672,-120.3509,1.542
1.3208,30.0,5.8652,1.0283,382,1.8701,36.0656,-123.3963,1.24
6.1051,30.8,5.3827,0.8408,784,2.0748,38.4542,-123.4823,3.205
3.0384,16.6,7.4164,1.9397,972,1.1093,33.8879,-116.168,2.452
2.7805,24.6,4.953,0.9721,387,2.096,40.3185,-120.0278,2.27
3.3829,10.7,4.5424,1.0093,500,2.0772,34.7328,-116.088,3.033
2.1862,34.4,5.5518,1.1014,351,2.5762,38.6967,-121.6357,2.055
1.4925,23.2,3.8014,0.8785,861,2.3138,36.3494,-121.8071,1.6
2.8172,37.2,6.9945,2.4104,554,4.0159,38.1624,-121.8621,2.239
2.2549,24.1,5.095,1.7558,921,3.7173,33.5208,-118.0305,1.69
3.4657,16.1,6.595,1.9297,494,2.2667,32.6607,-115.9425,2.932
0.8673,21.6,4.6139,0.9103,121,2.5927,41.1409,-119.7513,1.38
3.0971,46.1,6.0472,1.9399,576,2.6359,35.0615,-120.5179,2.901
1.6779,52.0,6.4625,0.9832,1185,1.5501,40.2869,-114.2774,3.36
3.022,9.9,2.2083,0.5586,1758,2.098,41.9938,-123.2741,1.011
5.1221,38.9,2.7609,0.8984,111,1.6825,34.5086,-119.3904,3.314
1.8416,14.7,3.9617,0.926,656,2.1916,35.0191,-120.2109,1.698
6.2821,18.9,4.6998,0.9354,2014,2.5433,38.7972,-123.4697,3.22
0.8037,30.5,8.2494,2.2704,379,1.0759,41.6718,-121.6839,1.29
8.0099,33.9,5.9392,1.8629,2275,2.9821,41.2002,-124.2014,3.037
6.4685,19.3,6.1063,1.7333,75,3.8302,37.2773,-115.292,4.394
1.4614,35.3,9.1769,1.8403,253,5.2115,40.0535,-118.1176,1.787
1.47,42.2,8.5885,1.5038,191,1.3449,33.7896,-115.9423,2.837
0.9546,36.7,3.3088,0.6775,697,1.1345,41.7857,-119.0237,1.445
5.1808,16.4,8.1108,1.4493,451,4.6193,41.6614,-118.2051,3.064
2.157,22.7,5.1652,1.7649,2098,2.0822,34.0554,-117.141,2.417
2.049,38.5,4.0305,0.9012,1708,2.2233,35.3445,-114.9659,2.814
1.2387,46.6,4.4044,1.513,414,1.7405,33.4515,-123.5366,1.415
9.6637,12.7,3.8567,1.0231,1346,1.6815,35.0813,-121.025,4.71
1.3758,31.6,5.2408,1.5098,275,2.4398,40.2516,-117.0552,2.023
2.7647,36.8,4.7914,1.5905,1536,5.912,36.094,-114.4373,2.725
3.1619,11.2,8.1205,2.8318,102,2.3497,33.3398,-114.2015,3.076
2.0563,40.2,10.7317,3.6467,9293,2.9783,35.7511,-117.7999,2.572
1.7849,52.0,4.212,1.0088,1152,1.6202,41.8231,-122.4672,1.254
2.0991,36.0,2.9497,0.8511,3736,2.3055,38.482,-123.2483,1.787
4.0379,34.8,6.4697,1.473,1424,2.6269,36.4535,-114.5665,3.048
2.132,19.0,7.219,1.9928,300,2.3649,34.0821,-119.9438,1.872
8.4815,22.1,5.7672,1.4674,27,2.0196,41.8687,-122.4544,3.66
1.5779,20.2,2.6765,0.5,314,4.4408,40.2981,-114.6941,2.18
4.6084,17.4,3.6078,1.166,1293,2.2011,35.174,-123.4025,2.451
0.7949,25.1,5.2535,1.1626,131,2.2834,33.1657,-116.8395,1.919
1.578,31.7,3.8713,0.9284,4653,2.7119,33.0379,-117.9347,2.232
1.5351,17.7,3.3231,0.7276,548,2.0593,33.6436,-123.5788,0.968
1.2552,23.8,11.6788,2.8806,6588,3.5297,38.0173,-120.9431,1.701
3.3149,31.8,3.3205,0.8277,362,1.1957,41.3233,-122.9257,1.992
2.5165,2.6,8.0254,2.2189,1192,1.975,37.2191,-118.1528,2.195
0.5515,39.4,5.842,1.3153,1147,3.8305,40.508,-119.4903,2.108
10.9888,30.6,6.3174,1.2358,132,2.7982,36.7359,-124.4551,4.827
3.0747,30.7,7.808,1.7909,995,1.6362,39.2315,-114.255,2.936
2.7205,41.9,3.7601,0.8058,1161,1.8203,39.4528,-120.8294,2.031
6.8011,39.3,4.3933,1.1583,1391,2.682,34.1527,-121.7889,3.105
5.4314,35.3,5.9837,1.7669,2367,1.1535,35.9316,-122.1643,3.484
2.2062,31.4,2.3639,0.6935,138,2.7296,38.5544,-122.8324,1.875
0.693,27.9,9.5817,3.1459,1135,3.142,33.1716,-114.0091,2.766
4.0353,21.0,5.1882,0.9914,195,2.3047,35.9346,-121.4014,1.433
1.3854,16.5,3.3981,0.8518,239,2.9219,37.5806,-120.2421,2.213
6.472,32.6,7.6716,2.1086,221,5.2784,41.9641,-115.3508,2.939
1.5788,32.7,5.1379,1.3004,830,2.3829,37.0081,-117.7602,1.961
1.9812,29.7,3.7114,1.0323,1311,1.5674,40.2525,-120.6287,1.841
1.0616,11.9,7.2307,2.3244,492,1.7398,36.6046,-115.0676,2.117
1.1234,1.0,1.9538,0.5,639,2.8469,40.0657,-116.6279,1.547
2.5185,28.7,5.8581,1.3155,137,2.1708,38.1564,-122.107,2.385
2.3594,6.0,8.3654,2.1003,924,2.2892,40.9227,-117.7407,2.671
1.9482,31.8,3.5495,0.9039,404,4.5112,36.404,-114.8148,2.873
11.4399,51.4,2.9662,0.5,226,2.1381,38.2409,-119.2872,5.0
4.1477,32.0,5.8666,1.5569,52,1.8247,38.4852,-116.7971,3.368
2.7378,22.8,3.7784,1.0926,236,2.8751,36.4651,-114.3034,2.339
0.5,15.4,12.1732,2.7746,511,3.5039,33.871,-117.2507,1.535
4.8454,21.1,4.0067,1.3329,1154,3.9246,33.3888,-123.4244,1.886
15.0,27.6,4.5825,1.311,236,5.7779,32.6584,-121.9321,5.0
2.3832,40.9,6.1017,1.6844,470,4.9058,40.7986,-118.2515,2.592
1.5413,29.7,2.3933,0.5,2964,2.2007,34.7465,-121.6067,1.211
3.0475,24.5,5.0727,1.7563,2111,2.555,34.5093,-114.4458,2.338
0.998,36.1,7.7507,1.8835,386,1.9712,39.4923,-120.2438,2.487
3.7563,45.7,4.7949,0.7529,406,1.4423,35.5402,-119.6991,3.637
7.7691,31.8,3.1294,0.5158,4221,4.3226,37.3074,-117.1332,3.991
1.6995,30.3,4.1634,0.9043,784,1.4807,34.0439,-118.9954,1.426
1.7384,8.1,2.3027,0.5,472,2.4513,41.6176,-120.4875,1.262
2.5708,11.7,4.409,0.8099,600,2.735,40.59,-123.6953,1.759
1.9139,10.1,7.7218,2.2051,267,4.2362,40.706,-118.2373,2.251
0.9431,25.7,3.8584,0.8431,159,3.5377,36.3644,-115.3904,1.808
2.0758,18.0,6.5513,1.5224,481,2.5835,39.7424,-117.2995,2.931
1.8024,22.0,2.7376,0.9323,2242,1.9008,33.8668,-120.4943,1.394
7.0751,17.8,10.504,2.9319,537,1.0,32.5819,-123.1589,3.268
6.1029,18.9,7.7876,1.6226,520,1.2805,32.6897,-115.9284,3.573
7.2291,5.8,4.0679,0.8874,1223,2.2597,38.0727,-114.6116,4.299
4.7646,30.6,2.9177,0.9894,750,3.3962,36.8263,-120.4231,3.626
3.1395,36.4,4.042,0.9668,145,1.7788,37.4211,-116.8493,2.206
1.4739,28.8,5.5444,1.3166,918,2.6102,32.5709,-120.187,1.504
6.8777,32.4,7.6477,1.5675,105,2.242,36.5155,-119.2262,4.526
3.4676,33.6,2.1295,0.5,2272,2.0904,39.3216,-115.717,2.344
1.1347,33.1,8.0221,2.42,1115,2.4266,36.7056,-123.624,1.459
1.4337,38.2,5.489,1.7157,1060,2.9834,39.4561,-118.9315,2.235
1.1223,42.3,3.11,0.618,5457,2.1057,34.7137,-122.2465,1.8
0.6463,46.9,1.7867,0.6035,220,2.6684,40.2248,-120.932,1.424
3.5679,4.9,5.233,1.1177,1335,2.6498,38.0901,-117.7335,2.398
1.1428,33.6,5.4084,1.5793,805,1.5222,34.5022,-124.2141,1.414
1.6013,13.5,3.8708,1.0596,1161,4.2674,34.7488,-118.2648,1.546
2.7932,44.9,7.1337,1.1124,435,4.5715,38.4663,-121.5239,2.387
2.3833,28.8,11.1738,3.6009,1117,1.1737,40.3844,-117.4704,1.948
1.6497,31.3,4.2216,1.1662,605,2.4032,36.4485,-123.0134,1.596
7.8715,29.4,3.6742,0.9769,1816,2.0401,34.9539,-116.774,4.39
0.9336,30.5,9.8427,2.5634,880,2.8122,40.7366,-117.7208,1.782
0.9624,47.8,4.5345,1.2834,1725,5.3901,38.858,-114.302,2.465
3.7453,42.9,6.4477,1.0735,336,2.8617,36.7568,-114.932,3.581
1.7537,47.3,3.8849,1.1713,411,1.5158,37.1351,-121.5253,2.644
1.7063,25.7,7.8156,1.6497,216,1.1789,34.4404,-124.2132,1.197
1.2772,2.5,3.0108,0.7055,2385,3.927,38.4546,-117.6186,2.227
3.4444,37.0,5.249,0.8307,4035,2.8364,35.9081,-118.1697,2.84
3.1834,14.6,5.5755,0.9898,307,2.6128,41.9586,-124.212,1.827
2.9547,23.7,4.6042,1.4337,860,2.9454,37.0617,-123.2119,2.252
1.8075,27.3,3.84,0.8576,2603,2.8661,37.1159,-118.3606,2.219
